timestamp,label,confidence
2026-09-03 09:10:01,bird,0.51
2026-09-03 09:21:02,bird,0.55
2026-09-03 09:21:03,cat,0.51
2026-09-03 09:21:16,cat,0.57
2026-09-03 09:21:22,bird,0.52
2026-09-03 09:21:26,cat,0.51
2026-09-03 09:22:56,motorcycle,0.52
2026-09-03 09:22:56,keyboard,0.66
2026-09-03 09:23:16,wine glass,0.50
